,gecko_id,Master Category,category,Subcategory,missing_data,discount_rate,token_value_accrual,moat,tam,leadership,tva_multiplier,S_raw,P_original,unlock_adjustment,unlock_adjustment_pct,P,S,G,G_metric_used,P_to_S,P_to_SG,P_to_S_risk_adj,valuation_ratio,valuation_method,fundamental_score,Moat,TAM,Leadership,Token Value Accrual,Liquidity,Inflation Expectations,Market Leadership,competitive_dynamics,blended_points,in_selected,discount,final_quality_score,is_stock_proxy,stock_close_latest,stock_volume_latest,stock_mcap_latest,weight
0,ethereum,Base Layer,L1,L1,No discount rate; ,,4.5,5.0,5.0,5.0,0.9,198721249.33701655,280436624257.0,0.0,0.0,280436624257.0,178849124.4033149,-0.8285657046635073,tvl_growth,1568.0066938689595,9146.400320841653,,1568.0066938689595,P/S (G missing/≤0),3.0,5.0,5.0,5.0,4.5,5,5.0,5.0,5.0,4.966666666666666,True,0.1,4.47,False,,,,15.85
1,hyperliquid,Finance,Perps,Perps,No discount rate; ,,4.5,5.0,5.0,5.0,0.9,892559096.160221,9755898615.0,15412043164.7292,157.97666389268028,25167941779.729202,803303186.5441989,0.04137945448136214,open_interest_growth,31.33056385348277,30.08563662232641,,30.08563662232641,P/S/(1+G) [no D],4.0,5.0,5.0,5.0,4.5,5,3.0,5.0,5.0,4.833333333333333,True,0.05,4.591666666666666,False,,,,3.1
2,bitcoin,Base Layer,L1,L1,No discount rate; ,,4.5,5.0,4.5,5.0,0.9,79822767.54143646,1574951390746.0,0.0,0.0,1574951390746.0,71840490.78729282,-0.6617109800414847,tvl_growth,21922.892974230323,64805.21589769228,,21922.892974230323,P/S (G missing/≤0),2.0,5.0,4.5,5.0,4.5,5,5.0,5.0,5.0,4.833333333333332,True,0.125,4.229166666666666,False,,,,34.19
3,HOOD,Centralized,CEX,CEX,No discount rate; ,,5.0,5.0,4.0,5.0,1.0,4613000192.0,66331209728.0,0.0,0.0,66331209728.0,4613000192.0,0.151,yfinance_revenue_growth,14.379190758117359,12.492780849797878,,12.492780849797878,P/S/(1+G) [no D],4.0,5.0,4.0,5.0,5.0,5,5.0,5.0,5.0,4.7333333333333325,True,0.025,4.614999999999999,True,73.66000366210938,25183900.0,58278667752.0849,8.13
4,COIN,Centralized,CEX,CEX,No discount rate; ,,5.0,5.0,4.0,5.0,1.0,6883438080.0,50504376320.0,0.0,0.0,50504376320.0,6883438080.0,-0.222,yfinance_revenue_growth,7.337085876713516,9.430701641019944,,7.337085876713516,P/S (G missing/≤0),4.0,5.0,4.0,5.0,5.0,5,5.0,5.0,5.0,4.7333333333333325,True,0.025,4.614999999999999,True,191.25,6697800.0,42656644417.5,7.1
5,solana,Base Layer,L1,L1,No discount rate; ,,4.5,4.0,4.5,5.0,0.9,246503671.57458565,48592055172.0,40753735245.42856,83.86913272380362,89345790417.42856,221853304.41712707,-0.942949636809367,tvl_growth,402.72463217154166,7059.107245747818,,402.72463217154166,P/S (G missing/≤0),3.0,4.0,4.5,5.0,4.5,5,5.0,4.0,4.0,4.5666666666666655,True,0.07500000000000001,4.224166666666666,False,,,,6.0
6,uniswap,Finance,Dex,DEX,No discount rate; ,,4.25,4.0,4.0,5.0,0.8500000000000001,671847310.6906077,2051870642.0,486000000.00000006,23.685703672151863,2537870642.0,571070214.0870166,-1.3155050789675042,trading_volume_growth,4.444060606553178,-14.085543792500715,,4.444060606553178,P/S (G missing/≤0),5.0,4.0,4.0,5.0,4.25,5,5.0,5.0,4.5,4.549999999999999,True,0.0,4.549999999999999,False,,,,1.41
7,CRCL,Centralized,Stablecoin,Stables,No discount rate; ,,4.0,3.0,4.5,5.0,0.8,2746641920.0,26512728064.0,0.0,0.0,26512728064.0,2746641920.0,-0.032986942713095074,fees_growth,9.652779225040009,9.982056759525333,,9.652779225040009,P/S (G missing/≤0),4.0,3.0,4.5,5.0,4.0,5,5.0,5.0,4.0,4.533333333333332,True,0.025,4.419999999999999,True,99.69999694824219,10017200.0,22781027471.98625,4.79
8,binancecoin,Centralized,CEX,CEX,No growth metrics; No discount rate; ,,3.75,5.0,4.0,5.0,0.75,,83510642511.0,84781555148.5357,101.52185709428387,168292197659.5357,1.0,,,168292197659.5357,,,168292197659.5357,P/S (G missing/≤0),1.0,5.0,4.0,5.0,3.75,5,5.0,4.0,4.5,4.516666666666666,True,0.25,3.3874999999999993,False,,,,5.18
9,MSTR,Centralized,other,DAT,No market cap; ,,5.0,5.0,3.5,5.0,1.0,,58598373099.0249,0.0,0.0,,1.0,,,,,,,Missing P/S,,5.0,3.5,5.0,5.0,5,3.0,5.0,5.0,4.466666666666667,True,0.0,4.466666666666667,True,177.1699981689453,21538400.0,58598373099.0249,7.24
10,chainlink,Infra,Blockchain Infra,Oracle,No discount rate; ,,3.0,4.0,4.0,5.0,0.6,64193352.59668508,6639244980.0,6637597456.1787,99.97518507260595,13276842436.1787,38516011.55801105,-0.06899458875458636,fees_growth,344.7096908303117,370.2553032094526,,344.7096908303117,P/S (G missing/≤0),3.0,4.0,4.0,5.0,3.0,5,5.0,5.0,4.5,4.466666666666666,True,0.07500000000000001,4.131666666666666,False,,,,2.14
11,zcash,Base Layer,L1,Privacy,No discount rate; ,,4.0,4.0,3.5,5.0,0.8,714938.2044198895,6519718614.0,0.0,0.0,6519718614.0,571950.5635359116,-1.8643349867856616,tvl_growth,11399.094658975086,-13188.283285126165,,11399.094658975086,P/S (G missing/≤0),2.0,4.0,3.5,5.0,4.0,5,5.0,5.0,4.5,4.3999999999999995,True,0.125,3.8499999999999996,False,,,,1.87
12,ether-fi,Finance,other,Neobank,No growth metrics; No discount rate; ,,4.75,4.0,4.5,5.0,0.95,,346256843.0,144329225.17023805,41.682706952375824,490586068.170238,1.0,,,490586068.170238,,,490586068.170238,P/S (G missing/≤0),1.0,4.0,4.5,5.0,4.75,3,4.0,4.0,4.0,4.383333333333333,True,0.225,3.3970833333333332,False,,,,1.0
13,ethena,Finance,Stablecoin,Yield Vault,No discount rate; ,,3.5,4.0,4.5,4.0,0.7,267352800.2762431,881002559.0,722940.2514285714,0.08205881402310108,881725499.2514286,187146960.19337016,-1.2712245307218442,fees_growth,4.711407005170606,-17.370873470152357,,4.711407005170606,P/S (G missing/≤0),5.0,4.0,4.5,4.0,3.5,5,5.0,5.0,4.5,4.366666666666666,True,0.0,4.366666666666666,False,,,,1.0
14,morpho,Finance,Money Markets,Money markets,No discount rate; ,,4.25,4.0,5.0,5.0,0.8500000000000001,189629958.39779004,1187981583.0,1129968896.0,95.11670148509364,2317950479.0,161185464.63812155,-0.17170420674138867,tvl_growth,14.38064210196648,17.361722972648906,,14.38064210196648,P/S (G missing/≤0),4.0,4.0,5.0,5.0,4.25,2,2.0,4.0,4.0,4.283333333333334,True,0.025,4.1762500000000005,False,,,,1.0
15,aave,Finance,Money Markets,Money markets,No discount rate; ,,4.0,4.0,5.0,3.0,0.8,854999954.8895028,1405230517.0,1203020000.0,85.61015331266108,2608250517.0,683999963.9116023,-1.1362479138715027,tvl_growth,3.813231951189227,-27.987452011819713,,3.813231951189227,P/S (G missing/≤0),5.0,4.0,5.0,3.0,4.0,5,5.0,5.0,4.5,4.266666666666667,False,0.0,4.266666666666667,False,,,,0.0
16,tron,Base Layer,L1,L1,No discount rate; ,,4.25,5.0,4.5,3.0,0.8500000000000001,349078401.5469613,32028082628.0,34705261098.171425,108.35884714444613,66733343726.171425,296716641.31491715,0.03956262659989226,tvl_growth,224.90596897578345,216.34672430595703,,216.34672430595703,P/S/(1+G) [no D],3.0,5.0,4.5,3.0,4.25,5,5.0,4.0,4.5,4.15,False,0.07500000000000001,3.8387500000000006,False,,,,0.0
17,bittensor,Infra,AI,AI Connectivity,No growth metrics; No discount rate; ,,3.0,4.0,4.0,4.0,0.6,,2763442526.0,758278800.0,27.439644315584367,3521721326.0,1.0,,,3521721326.0,,,3521721326.0,P/S (G missing/≤0),1.0,4.0,4.0,4.0,3.0,5,4.0,5.0,4.5,4.133333333333334,False,0.25,3.1000000000000005,False,,,,0.0
18,sky,Finance,Stablecoin,Stables,No discount rate; ,,4.75,4.0,4.5,4.0,0.95,419533508.61878455,1872316303.0,0.0,0.0,1872316303.0,398556833.1878453,-0.17691544323864997,fees_growth,4.69773981297556,5.707481417778138,,4.69773981297556,P/S (G missing/≤0),5.0,4.0,4.5,4.0,4.75,2,5.0,4.0,4.0,4.116666666666666,False,0.0,4.116666666666666,False,,,,0.0
19,jupiter-exchange-solana,Finance,Dex,DEX,No discount rate; ,,4.75,5.0,4.0,4.0,0.95,217147945.6353591,591642766.0,615649586.5638772,104.05765471049082,1207292352.563877,206290548.35359114,-1.5050527163656495,trading_volume_growth,5.85238811084318,-11.587677723935162,,5.85238811084318,P/S (G missing/≤0),5.0,5.0,4.0,4.0,4.75,3,3.0,4.0,4.5,4.05,False,0.025,3.9487499999999995,False,,,,0.0
20,ripple,Base Layer,L1,L1,No discount rate; ,,2.75,4.0,3.5,5.0,0.55,,86144955975.0,0.0,0.0,86144955975.0,1.0,0.8647673616905295,stablecoin_supply_growth,86144955975.0,46196087375.15877,,46196087375.15877,P/S/(1+G) [no D],1.0,4.0,3.5,5.0,2.75,5,5.0,3.0,3.5,4.05,False,0.25,3.0374999999999996,False,,,,0.0
21,pump-fun,Consumer,Dex,"Launchpad, DEX",No discount rate; ,,4.5,4.0,3.0,4.0,0.9,951542769.4751381,649866998.0,1574168983.3333318,242.22940819858835,2224035981.333332,856388492.5276242,-0.2335839793434729,trading_volume_growth,2.596994238875287,3.3884915879637414,,2.596994238875287,P/S (G missing/≤0),5.0,4.0,3.0,4.0,4.5,5,5.0,5.0,4.5,4.033333333333333,False,0.0,4.033333333333333,False,,,,0.0
22,ondo-finance,Finance,other,RWA,No discount rate; ,,3.25,4.0,4.0,4.0,0.65,55138491.07734807,1356543808.0,2780468935.3873763,204.96713183827944,4137012743.3873763,35840019.20027625,1.9651974858823855,tvl_growth,115.42998122488419,38.92826085765227,,38.92826085765227,P/S/(1+G) [no D],4.0,4.0,4.0,4.0,3.25,4,3.0,5.0,4.5,4.016666666666667,False,0.05,3.815833333333333,False,,,,0.0
23,pendle,Finance,Dex,Yield Trading,No discount rate; ,,4.25,4.0,3.5,4.0,0.8500000000000001,12222359.751381215,267208423.0,248324557.7484,92.93290793771124,515532980.7484,10389005.788674034,-1.6846885841385768,trading_volume_growth,49.622937096678456,-72.47519273175888,,49.622937096678456,P/S (G missing/≤0),4.0,4.0,3.5,4.0,4.25,3,5.0,5.0,4.5,4.016666666666667,False,0.05,3.815833333333333,False,,,,0.0
24,near,Base Layer,L1,"Intent, AI",No discount rate; ,,3.5,4.0,4.0,4.0,0.7,1371067.044198895,1645404585.0,250190000.0,15.205378803536032,1895594585.0,959746.9309392265,-0.548067723100855,tvl_growth,1975.0983555060034,4370.341434910997,,1975.0983555060034,P/S (G missing/≤0),3.0,4.0,4.0,4.0,3.5,5,5.0,3.0,3.5,3.966666666666667,False,0.1,3.5700000000000003,False,,,,0.0
25,virtual-protocol,Consumer,AI,Agent Protocol,No growth metrics; No discount rate; ,,3.25,3.0,3.5,4.0,0.65,,494187638.0,752662000.0,152.3028789319898,1246849638.0,1.0,,,1246849638.0,,,1246849638.0,P/S (G missing/≤0),1.0,3.0,3.5,4.0,3.25,4,5.0,5.0,4.0,3.8833333333333333,False,0.25,2.9125,False,,,,0.0
26,layerzero,Base Layer,Blockchain Infra,L1,No discount rate; ,,3.25,3.0,4.0,4.0,0.65,1948860.0276243093,345165565.0,1187790000.0,344.12181296242574,1532955565.0,1266759.017955801,5.518898498710519,fees_growth,1210.1398476513448,185.63563275156352,,185.63563275156352,P/S/(1+G) [no D],3.0,3.0,4.0,4.0,3.25,4,1.0,5.0,4.0,3.7500000000000004,False,0.05,3.5625000000000004,False,,,,0.0
27,avalanche-2,Base Layer,L1,L1,No discount rate; ,,3.5,3.0,3.5,4.0,0.7,3431306.519337016,3918670775.0,3132144313.7142854,79.92874353457992,7050815088.714285,2401914.563535911,-1.2081500180504536,tvl_growth,2935.4978714707595,-14102.799024303817,,2935.4978714707595,P/S (G missing/≤0),3.0,3.0,3.5,4.0,3.5,5,4.0,3.0,3.0,3.6333333333333333,False,0.125,3.1791666666666667,False,,,,0.0
28,sui,Base Layer,L1,L1,No discount rate; ,,3.5,3.0,3.5,4.0,0.7,4092694.5856353594,3713008979.0,4142553909.514244,111.56864777175764,7855562888.514244,2864886.2099447516,-1.282993410182802,tvl_growth,2742.0156728199463,-9689.326938916063,,2742.0156728199463,P/S (G missing/≤0),3.0,3.0,3.5,4.0,3.5,5,3.0,3.0,3.0,3.566666666666667,False,0.1,3.2100000000000004,False,,,,0.0
29,monad,Base Layer,L1,L1,No discount rate; ,,3.0,3.0,3.5,4.0,0.6,1916761.918238994,350234676.0,2472623162.484337,705.9903921347687,2822857838.484337,1150057.1509433964,5.9281940119743295,stablecoin_supply_growth,2454.5370081554083,354.28237198801224,,354.28237198801224,P/S/(1+G) [no D],3.0,3.0,3.5,4.0,3.0,4,2.0,3.0,3.0,3.4,False,0.07500000000000001,3.145,False,,,,0.0
30,arbitrum,Base Layer,L2,L2,No discount rate; ,,3.75,4.0,0.0,4.0,0.75,9827733.895027624,722585748.0,809225422.5458481,111.99022742776931,1531811170.5458481,7370800.421270719,-1.7738214961941066,fees_growth,207.8215503061695,-268.56523284543033,,207.8215503061695,P/S (G missing/≤0),3.0,4.0,0.0,4.0,3.75,4,3.0,4.0,4.0,2.85,False,0.05,2.7075,False,,,,0.0
31,lido-dao,Finance,other,Staking,No discount rate; ,,4.0,4.0,0.0,3.0,0.8,657624033.038674,310894118.0,0.0,0.0,310894118.0,526099226.4309392,-0.5849658583567667,tvl_growth,0.5909419789667966,1.4238394379486377,,0.5909419789667966,P/S (G missing/≤0),5.0,4.0,0.0,3.0,4.0,3,5.0,5.0,4.5,2.8000000000000003,False,0.0,2.8000000000000003,False,,,,0.0
32,worldcoin-wld,Base Layer,AI,Identity & Consumer OS,No growth metrics; No discount rate; ,,2.5,3.0,0.0,4.0,0.5,,790157783.0,616364753.5114285,78.00527524658052,1406522536.5114284,1.0,,,1406522536.5114284,,,1406522536.5114284,P/S (G missing/≤0),1.0,3.0,0.0,4.0,2.5,4,3.0,5.0,4.0,2.7666666666666666,False,0.25,2.075,False,,,,0.0
33,aerodrome-finance,Finance,Dex,DEX,No discount rate; ,,4.25,3.0,0.0,4.0,0.8500000000000001,91867313.8121547,414765361.0,22326100.0,5.38282655672396,437091461.0,78087216.7403315,-0.9551160521070989,trading_volume_growth,5.597477785045005,124.71001433299304,,5.597477785045005,P/S (G missing/≤0),5.0,3.0,0.0,4.0,4.25,2,5.0,3.0,3.0,2.6166666666666667,False,0.0,2.6166666666666667,False,,,,0.0
34,ethereum-name-service,Consumer,Blockchain Infra,Identity,No discount rate; ,,4.75,3.0,0.0,3.0,0.95,1311170.7458563535,236077421.0,459750000.0,194.74543480377992,695827421.0,1245612.2085635357,5.585250946428708,fees_growth,558.6228331869369,84.82939188367413,,84.82939188367413,P/S/(1+G) [no D],4.0,3.0,0.0,3.0,4.75,3,5.0,4.0,3.5,2.5833333333333335,False,0.05,2.4541666666666666,False,,,,0.0
35,mantle,Centralized,CEX,CEX,No discount rate; ,,2.75,3.0,0.0,4.0,0.55,262549.94475138123,2091649843.0,2008990141.657716,96.04810998270497,4100639984.657716,144402.4696132597,-1.166953405017921,fees_growth,28397.298160066763,-170091.15900941667,,28397.298160066763,P/S (G missing/≤0),2.0,3.0,0.0,4.0,2.75,3,5.0,3.0,3.0,2.5833333333333335,False,0.15000000000000002,2.1958333333333333,False,,,,0.0
36,celestia,Infra,Blockchain Infra,DA,No discount rate; ,,3.0,3.0,0.0,3.0,0.6,41684.613259668506,317669742.0,336872383.7432253,106.0448444420071,654542125.7432253,25010.767955801104,-1.1828703703703702,fees_growth,26170.412955728858,-143109.09363132753,,26170.412955728858,P/S (G missing/≤0),2.0,3.0,0.0,3.0,3.0,3,4.0,5.0,4.0,2.5333333333333337,False,0.15000000000000002,2.1533333333333338,False,,,,0.0
37,polygon-ecosystem-token,Base Layer,L1,L1,No discount rate; ,,3.0,3.0,0.0,3.0,0.6,31311127.73480663,1025497020.0,886893988.0,86.4843067023247,1912391008.0,18786676.64088398,0.013119521612792043,tvl_growth,101.79506703374096,100.47685871425386,,100.47685871425386,P/S/(1+G) [no D],4.0,3.0,0.0,3.0,3.0,4,5.0,3.0,3.0,2.4000000000000004,False,0.05,2.2800000000000002,False,,,,0.0
38,cardano,Base Layer,L1,L1,No discount rate; ,,3.5,3.0,0.0,3.0,0.7,1201501.3535911602,9242317114.0,0.0,0.0,9242317114.0,841050.9475138121,-0.9751921464270622,tvl_growth,10989.009811261427,442964.95780872524,,10989.009811261427,P/S (G missing/≤0),3.0,3.0,0.0,3.0,3.5,5,5.0,2.0,2.5,2.366666666666667,False,0.125,2.0708333333333337,False,,,,0.0
39,the-open-network,Base Layer,L1,L1,No discount rate; ,,3.5,3.0,0.0,3.0,0.7,2645989.861878453,3473748638.0,2968393123.723809,85.45215653349207,6442141761.723808,1852192.9033149169,-0.8758191456164167,tvl_growth,3478.1159943946136,28008.472092252094,,3478.1159943946136,P/S (G missing/≤0),3.0,3.0,0.0,3.0,3.5,5,2.0,3.0,3.0,2.3000000000000003,False,0.125,2.0125,False,,,,0.0
